,Value,Feature
171,0.057517749347163236,e_pracid_158.0
168,0.056948873010378355,e_pracid_7.0
167,0.05510091845101959,e_pracid_248.0
165,0.05065422384700995,e_pracid_153.0
164,0.04709757145560343,e_pracid_183.0
163,0.043031809388170084,e_pracid_169.0
162,0.0425067092549867,e_pracid_58.0
161,0.040962585433709335,e_pracid_4.0
160,0.03987028786318365,e_pracid_229.0
159,0.0386877263797369,e_pracid_79.0
158,0.03856218896179874,e_pracid_126.0
157,0.03852810590709026,e_pracid_36.0
156,0.038500117455539,e_pracid_77.0
154,0.03697248304371836,e_pracid_201.0
153,0.03678728050571436,e_pracid_66.0
152,0.036684440127229476,e_pracid_42.0
151,0.036247732980470425,e_pracid_143.0
150,0.03506187481852804,e_pracid_32.0
149,0.03353148501490266,e_pracid_71.0
148,0.03346464275043238,e_pracid_73.0
147,0.03231012277402492,e_pracid_217.0
146,0.030907534622744766,e_pracid_97.0
144,0.029289833819525945,e_pracid_41.0
142,0.026565362429333553,e_pracid_128.0
141,0.026051631089136603,e_pracid_257.0
139,0.023607994385818277,e_pracid_121.0
138,0.02347405914895884,e_pracid_234.0
137,0.022134293350392232,e_pracid_177.0
136,0.02025830804429364,e_pracid_68.0
135,0.018844425913835592,e_pracid_160.0
134,0.015290988830118278,e_pracid_151.0
132,0.012242545380618024,e_pracid_114.0
131,0.012155887657752253,e_pracid_219.0
130,0.010031916422545039,e_pracid_129.0
129,0.007526566311883821,e_pracid_212.0
128,0.005658134847548752,e_pracid_165.0
127,0.005355371259379309,e_pracid_101.0
126,0.001898672223571274,e_pracid_57.0
123,-0.0033408769065220224,e_pracid_223.0
122,-0.0033779575484075494,e_pracid_117.0
121,-0.008818553944617918,e_pracid_239.0
120,-0.010804136835892571,e_pracid_142.0
119,-0.01227306749533202,e_pracid_176.0
118,-0.013402444333781703,e_pracid_87.0
117,-0.014064705733842902,e_pracid_144.0
115,-0.015127513197162133,e_pracid_208.0
114,-0.015809675507541584,e_pracid_23.0
113,-0.01711277462511888,e_pracid_125.0
112,-0.01988009178362603,e_pracid_99.0
111,-0.019974564364660618,e_pracid_43.0
110,-0.026037857613189868,e_pracid_61.0
107,-0.03229232630188808,e_pracid_197.0
106,-0.03448390281594966,e_pracid_62.0
