,Value,Feature
48,-0.2097174822730006,e_pracid_227.0
47,-0.21959207145200393,e_pracid_140.0
46,-0.22280686532780775,e_pracid_61.0
45,-0.2246061326706503,e_pracid_213.0
44,-0.22586089486561467,e_pracid_100.0
43,-0.2356002149192693,e_pracid_223.0
42,-0.24462273414719404,e_pracid_256.0
41,-0.24723683574117133,e_pracid_167.0
40,-0.26026503456337946,e_pracid_65.0
39,-0.2607130625167806,e_pracid_103.0
37,-0.2670232788299296,e_pracid_214.0
36,-0.2770374591094408,e_pracid_221.0
35,-0.2810919915004607,e_pracid_105.0
34,-0.2822301746385956,e_pracid_233.0
33,-0.28385811316733534,e_pracid_232.0
32,-0.28587056758992835,e_pracid_216.0
31,-0.28875015231378764,e_pracid_206.0
30,-0.2920561487812615,e_pracid_148.0
29,-0.304345265986746,e_pracid_95.0
28,-0.30461755707055255,e_pracid_55.0
27,-0.3191461677956665,e_pracid_200.0
26,-0.3211039951171166,e_pracid_30.0
25,-0.322750449130164,e_pracid_240.0
24,-0.32934064594559936,e_pracid_3.0
23,-0.3303855640830644,e_pracid_164.0
22,-0.3341484587737925,e_pracid_163.0
21,-0.34173895679911864,e_pracid_113.0
20,-0.3516019449765386,e_pracid_28.0
19,-0.3550948797387887,e_pracid_243.0
18,-0.358595631952536,e_pracid_38.0
17,-0.3753371922416101,e_pracid_20.0
16,-0.407220382241372,e_pracid_49.0
15,-0.41101738542917543,e_pracid_218.0
14,-0.4219893605831277,e_pracid_207.0
13,-0.44140809676861015,e_pracid_186.0
12,-0.45238661229532484,e_pracid_228.0
11,-0.4593842393432289,e_pracid_149.0
10,-0.46422033437218657,e_pracid_226.0
9,-0.47305039081431827,e_pracid_205.0
8,-0.4764690449814798,e_pracid_157.0
7,-0.5399953783329265,e_pracid_37.0
6,-0.5451655407504149,e_pracid_238.0
5,-0.5702979999447032,e_pracid_60.0
4,-0.6121677116450728,e_pracid_102.0
3,-0.7042530411918445,e_pracid_231.0
1,-0.7386170154798187,e_pracid_215.0
0,-0.8016492872193935,e_pracid_202.0
